wordStem,wordFunction,value,pos
schrecklich,VAL,-0.0242,ADJ
schrumpfen,VAL,-0.0048,VERB
schubsen,VAL,-0.1756,VERB
schuftig,VAL,-0.0048,ADJ
schulden,VAL,-0.0048,VERB
schuldhaft,VAL,-0.3346,ADJ
schuldig,VAL,-0.7968,ADJ
schwach,VAL,-0.9206,ADJ
schwer,VAL,-0.0048,ADJ
schwerfällig,VAL,-0.0048,ADJ
schwerwiegend,VAL,-0.0048,ADJ
schwierig,VAL,-0.0245,ADJ
schwinden,VAL,-0.0048,VERB
schwindlig,VAL,-0.0512,ADJ
schwächen,VAL,-0.3372,VERB
schwächlich,VAL,-0.3167,ADJ
schäbig,VAL,-0.0421,ADJ
schädigend,VAL,-0.1779,ADJ
schädigen,VAL,-0.3284,VERB
schädlich,VAL,-0.9269,ADJ
schämen,VAL,-0.893,VERB
seicht,VAL,-0.1742,ADJ
seltsam,VAL,-0.0048,ADJ
senken,VAL,-0.0596,VERB
sinken,VAL,-0.2064,VERB
sinnlos,VAL,-0.6331,ADJ
skandalös,VAL,-0.0048,ADJ
skeptisch,VAL,-0.1985,ADJ
skrupellos,VAL,-0.1814,ADJ
sorgen,VAL,-0.0048,VERB
sorgenschwer,VAL,-0.0048,ADJ
sprengen,VAL,-0.0048,VERB
spröde,VAL,-0.038,ADJ
stagnieren,VAL,-0.0048,VERB
starr,VAL,-0.0048,ADJ
statisch,VAL,-0.0048,ADJ
stehlen,VAL,-0.4944,VERB
stilllegen,VAL,-0.0048,VERB
stillstehen,VAL,-0.0048,VERB
stinken,VAL,-0.1634,VERB
stocken,VAL,-0.0048,VERB
stornieren,VAL,-0.0048,VERB
stottern,VAL,-0.0435,VERB
stoßen,VAL,-0.3563,VERB
strafbar,VAL,-0.3468,ADJ
streiken,VAL,-0.044,VERB
streiten,VAL,-0.0302,VERB
streng,VAL,-0.3571,ADJ
strittig,VAL,-0.3249,ADJ
stumpfsinnig,VAL,-0.0048,ADJ
stupide,VAL,-0.0048,ADJ
stur,VAL,-0.1837,ADJ
stören,VAL,-0.333,VERB
stümperhaft,VAL,-0.0048,ADJ
stürmisch,VAL,-0.0048,ADJ
stürzen,VAL,-0.1975,VERB
suboptimal,VAL,-0.0048,ADJ
tadeln,VAL,-0.3234,VERB
tadelnswert,VAL,-0.0048,ADJ
tatenlos,VAL,-0.0048,ADJ
terrorisieren,VAL,-0.0048,VERB
teuer,VAL,-0.2716,ADJ
teuflisch,VAL,-0.1677,ADJ
tot,VAL,-0.1683,ADJ
totalitär,VAL,-0.0048,ADJ
tragisch,VAL,-0.1847,ADJ
trauern,VAL,-0.1945,VERB
traumatisch,VAL,-0.0048,ADJ
traumatisieren,VAL,-0.0048,VERB
traurig,VAL,-0.1266,ADJ
trennen,VAL,-0.5033,VERB
trist,VAL,-0.0424,ADJ
trostlos,VAL,-0.0467,ADJ
trottelig,VAL,-0.0048,ADJ
trotten,VAL,-0.0048,VERB
trotzen,VAL,-0.0048,VERB
träge,VAL,-0.3272,ADJ
trüb,VAL,-0.0048,ADJ
trügerisch,VAL,-0.1874,ADJ
turbulent,VAL,-0.0048,ADJ
tyrannisch,VAL,-0.0048,ADJ
täuschen,VAL,-0.6192,VERB
tödlich,VAL,-0.3487,ADJ
töricht,VAL,-0.471,ADJ
töten,VAL,-0.5203,VERB
umgetauscht,VAL,-0.0048,ADJ
umstritten,VAL,-0.0048,ADJ
umständlich,VAL,-0.3487,ADJ
umtauschen,VAL,-0.0048,VERB
umweltschädlich,VAL,-0.0048,ADJ
unachtsam,VAL,-0.4488,ADJ
unangemessen,VAL,-0.4883,ADJ
unangenehm,VAL,-0.4691,ADJ
unanständig,VAL,-0.0441,ADJ
unattraktiv,VAL,-0.4656,ADJ
unaufgefordert,VAL,-0.0048,ADJ
unaufhörlich,VAL,-0.0048,ADJ
unaufrichtig,VAL,-0.3091,ADJ
unbarmherzig,VAL,-0.3257,ADJ
unbedacht,VAL,-0.051,ADJ
unbedeutend,VAL,-0.6134,ADJ
unbefriedigend,VAL,-0.3343,ADJ
unbefriedigt,VAL,-0.319,ADJ
unbefugt,VAL,-0.0048,ADJ
unbegründet,VAL,-0.4923,ADJ
unbeliebt,VAL,-0.3266,ADJ
unbequem,VAL,-0.0237,ADJ
unberechtigt,VAL,-0.3393,ADJ
unbestimmt,VAL,-0.3322,ADJ
unbewiesen,VAL,-0.3113,ADJ
unbotmäßig,VAL,-0.0048,ADJ
unbrauchbar,VAL,-0.4727,ADJ
undankbar,VAL,-0.3156,ADJ
undemokratisch,VAL,-0.3259,ADJ
undiplomatisch,VAL,-0.0048,ADJ
undiszipliniert,VAL,-0.0048,ADJ
undurchführbar,VAL,-0.0048,ADJ
undurchsichtig,VAL,-0.3279,ADJ
unehrlich,VAL,-0.327,ADJ
uneinig,VAL,-0.0048,ADJ
uneinsichtig,VAL,-0.0048,ADJ
unerbittlich,VAL,-0.3318,ADJ
unerfreulich,VAL,-0.0453,ADJ
unerhört,VAL,-0.0048,ADJ
unerklärlich,VAL,-0.0048,ADJ
unerlaubt,VAL,-0.0048,ADJ
unerquicklich,VAL,-0.0048,ADJ
unerträglich,VAL,-0.3454,ADJ
unerwartet,VAL,-0.0349,ADJ
unerwiesen,VAL,-0.0048,ADJ
unerwünscht,VAL,-0.3413,ADJ
unfair,VAL,-0.8827,ADJ
unfein,VAL,-0.0048,ADJ
unfreiwillig,VAL,-0.3382,ADJ
unfreundlich,VAL,-0.3407,ADJ
unfähig,VAL,-0.4787,ADJ
ungebeten,VAL,-0.0048,ADJ
ungebührlich,VAL,-0.0048,ADJ
ungedeckt,VAL,-0.0048,ADJ
ungeduldig,VAL,-0.0405,ADJ
ungeeignet,VAL,-0.6394,ADJ
ungeheuer,VAL,-0.0048,ADJ
ungeheuerlich,VAL,-0.0048,ADJ
ungehobelt,VAL,-0.0048,ADJ
ungehorsam,VAL,-0.3176,ADJ
ungeliebt,VAL,-0.4532,ADJ
ungemütlich,VAL,-0.0313,ADJ
ungenau,VAL,-0.497,ADJ
ungeordnet,VAL,-0.0048,ADJ
ungerecht,VAL,-0.7844,ADJ
ungerechtfertigt,VAL,-0.4701,ADJ
ungeschickt,VAL,-0.6087,ADJ
ungeschminkt,VAL,-0.0048,ADJ
ungesetzlich,VAL,-0.0048,ADJ
ungesund,VAL,-0.1793,ADJ
ungewohnt,VAL,-0.0243,ADJ
ungewollt,VAL,-0.4781,ADJ
ungezogen,VAL,-0.3124,ADJ
ungeübt,VAL,-0.0048,ADJ
unglaubwürdig,VAL,-0.2007,ADJ
ungleich,VAL,-0.0048,ADJ
unglücklich,VAL,-0.301,ADJ
ungültig,VAL,-0.3485,ADJ
ungünstig,VAL,-0.767,ADJ
unheilbar,VAL,-0.0048,ADJ
unheilvoll,VAL,-0.0048,ADJ
unhöflich,VAL,-0.0048,ADJ
uninformiert,VAL,-0.0048,ADJ
unklar,VAL,-0.5023,ADJ
unklug,VAL,-0.4604,ADJ
unkorrekt,VAL,-0.3247,ADJ
unkritisch,VAL,-0.1934,ADJ
unlauter,VAL,-0.0048,ADJ
unliebsam,VAL,-0.0048,ADJ
unlogisch,VAL,-0.4817,ADJ
unmenschlich,VAL,-0.4724,ADJ
unmoralisch,VAL,-0.6224,ADJ
unmöglich,VAL,-0.3559,ADJ
unnötig,VAL,-0.9463,ADJ
unnütz,VAL,-0.6073,ADJ
unpassend,VAL,-0.3261,ADJ
unpersönlich,VAL,-0.0476,ADJ
unpopulär,VAL,-0.0048,ADJ
unpraktisch,VAL,-0.3182,ADJ
unqualifiziert,VAL,-0.3153,ADJ
unredlich,VAL,-0.3248,ADJ
unregelmäßig,VAL,-0.0048,ADJ
unrentabel,VAL,-0.0048,ADJ
unruhig,VAL,-0.0551,ADJ
unrühmlich,VAL,-0.0048,ADJ
unsachgemäß,VAL,-0.3271,ADJ
unsauber,VAL,-0.4713,ADJ
unscharf,VAL,-0.327,ADJ
unschön,VAL,-0.4486,ADJ
unselig,VAL,-0.0048,ADJ
unseriös,VAL,-0.3373,ADJ
unsicher,VAL,-0.6268,ADJ
unsinnig,VAL,-0.3516,ADJ
unsittlich,VAL,-0.0048,ADJ
unsolidarisch,VAL,-0.0048,ADJ
unsolid,VAL,-0.0048,ADJ
unsozial,VAL,-0.4614,ADJ
unsportlich,VAL,-0.32,ADJ
unstetig,VAL,-0.0048,ADJ
unsäglich,VAL,-0.1834,ADJ
untauglich,VAL,-0.5944,ADJ
unten,VAL,-0.3334,ADV
unterbelichten,VAL,-0.0426,VERB
unterbrechen,VAL,-0.0048,VERB
unterdrücken,VAL,-0.4825,VERB
unterentwickelt,VAL,-0.3245,ADJ
untergehen,VAL,-0.0048,VERB
untergraben,VAL,-0.0048,VERB
unterirdisch,VAL,-0.4715,ADJ
unterlassen,VAL,-0.3488,VERB
unterlaufen,VAL,-0.3438,VERB
unterliegen,VAL,-0.0048,VERB
unterstellen,VAL,-0.4961,VERB
unterwerfen,VAL,-0.3393,VERB
unterwürfig,VAL,-0.0533,ADJ
untragbar,VAL,-0.3247,ADJ
untreu,VAL,-0.3222,ADJ
untröstlich,VAL,-0.3139,ADJ
unverantwortlich,VAL,-0.4889,ADJ
unverantwortliche,VAL,-0.3242,ADJ
unverbesserlich,VAL,-0.4363,ADJ
unvereinbar,VAL,-0.0048,ADJ
unverhältnismäßig,VAL,-0.0048,ADJ
unverlangt,VAL,-0.0048,ADJ
unvermeidlich,VAL,-0.0048,ADJ
unvernünftig,VAL,-0.3252,ADJ
unverständlich,VAL,-0.6347,ADJ
unvollkommen,VAL,-0.4772,ADJ
unvollständig,VAL,-0.4926,ADJ
unvorhergesehen,VAL,-0.3141,ADJ
unwahr,VAL,-0.3424,ADJ
unwichtig,VAL,-0.3433,ADJ
unwillig,VAL,-0.4665,ADJ
unwirksam,VAL,-0.0048,ADJ
unwirtlich,VAL,-0.0048,ADJ
unwirtschaftlich,VAL,-0.0048,ADJ
unwissend,VAL,-0.326,ADJ
unwürdig,VAL,-0.7312,ADJ
unzivilisiert,VAL,-0.4413,ADJ
unzufrieden,VAL,-0.3363,ADJ
unzulässig,VAL,-0.3554,ADJ
unzumutbar,VAL,-0.34,ADJ
unzurechnungsfähig,VAL,-0.0048,ADJ
unzureichend,VAL,-0.5233,ADJ
unzusammenhängend,VAL,-0.0048,ADJ
unzuverlässig,VAL,-0.612,ADJ
unzüchtig,VAL,-0.0048,ADJ
unübersichtlich,VAL,-0.0501,ADJ
unüblich,VAL,-0.3328,ADJ
vage,VAL,-0.3406,ADJ
verabscheuungswürdig,VAL,-0.0048,ADJ
verachten,VAL,-0.0048,VERB
veraltet,VAL,-0.507,ADJ
verarschen,VAL,-0.0048,VERB
verbannen,VAL,-0.0048,VERB
verbeulen,VAL,-0.0327,VERB
verbieten,VAL,-0.629,VERB
verbittert,VAL,-0.4659,ADJ
verblassen,VAL,-0.0048,VERB
verboten,VAL,-0.3657,ADJ
verdammen,VAL,-0.6079,VERB
verdammt,VAL,-0.2925,ADJ
verdecken,VAL,-0.0516,VERB
verderben,VAL,-0.0048,VERB
verderblich,VAL,-0.3131,ADJ
verdorben,VAL,-0.1755,ADJ
verdrießlich,VAL,-0.0048,ADJ
verdrängen,VAL,-0.3468,VERB
verdunkeln,VAL,-0.0048,VERB
vereiteln,VAL,-0.0048,VERB
verfallen,VAL,-0.4849,ADJ
verfassungswidrig,VAL,-0.0048,ADJ
verfehlen,VAL,-0.0373,VERB
verfluchen,VAL,-0.3284,VERB
verfälschen,VAL,-0.3323,VERB
vergammelt,VAL,-0.0048,VERB
vergeblich,VAL,-0.0048,ADJ
vergelten,VAL,-0.0048,VERB
vergeuden,VAL,-0.1836,VERB
vergewaltigen,VAL,-0.0048,VERB
verharmlosen,VAL,-0.049,VERB
verhasst,VAL,-0.0048,ADJ
verheeren,VAL,-0.0048,VERB
verheerend,VAL,-0.478,ADJ
verherrlichen,VAL,-0.0048,VERB
verhängnisvoll,VAL,-0.333,ADJ
verhöhnen,VAL,-0.0048,VERB
verirren,VAL,-0.0498,VERB
verkehrswidrig,VAL,-0.0048,ADJ
verkleinern,VAL,-0.0048,VERB
verkrüppeln,VAL,-0.0048,VERB
verlangsamen,VAL,-0.0048,VERB
verletzbar,VAL,-0.0048,ADJ
verletzen,VAL,-0.3615,VERB
verletzlich,VAL,-0.0487,ADJ
verletzt,VAL,-0.5202,ADJ
verleumden,VAL,-0.4473,VERB
verlieren,VAL,-0.393,VERB
verlogen,VAL,-0.3355,ADJ
vermeiden,VAL,-0.5265,VERB
vermindern,VAL,-0.0048,VERB
vernichten,VAL,-0.4902,VERB
vernichtend,VAL,-0.0048,ADJ
verraten,VAL,-0.2087,VERB
verringern,VAL,-0.3537,VERB
verrucht,VAL,-0.1714,ADJ
verräterisch,VAL,-0.311,ADJ
verrückt,VAL,-0.0337,VERB
verschimmelt,VAL,-0.0048,ADJ
verschlechtern,VAL,-0.0048,VERB
verschleppen,VAL,-0.0048,VERB
verschleudern,VAL,-0.0048,VERB
verschlingen,VAL,-0.0048,VERB
verschmutzen,VAL,-0.0048,VERB
verschwenden,VAL,-0.0494,VERB
verschwenderisch,VAL,-0.0048,ADJ
verschwinden,VAL,-0.3588,VERB
versenken,VAL,-0.0048,VERB
versklaven,VAL,-0.3142,VERB
versklavt,VAL,-0.0048,VERB
verspielen,VAL,-0.0048,VERB
verspätet,VAL,-0.4819,VERB
verstimmen,VAL,-0.0048,VERB
verstopfen,VAL,-0.0048,VERB
verstoßen,VAL,-0.3521,VERB
verstricken,VAL,-0.0048,VERB
vertreiben,VAL,-0.3684,VERB
verurteilen,VAL,-0.77,VERB
verwelken,VAL,-0.0048,VERB
verwerflich,VAL,-0.7418,ADJ
verwickeln,VAL,-0.0048,VERB
verwirren,VAL,-0.0474,VERB
verworren,VAL,-0.0048,ADJ
verwunden,VAL,-0.3186,VERB
verwüsten,VAL,-0.0048,VERB
verzerren,VAL,-0.0048,VERB
verzichten,VAL,-0.0048,VERB
verzweifeln,VAL,-0.0048,VERB
verzweifelt,VAL,-0.1947,ADJ
verzwickt,VAL,-0.0403,ADJ
verzögern,VAL,-0.3409,VERB
verächtlich,VAL,-0.3245,ADJ
verängstigen,VAL,-0.056,VERB
verärgern,VAL,-0.1825,VERB
volltrunken,VAL,-0.0048,ADJ
vorhersehbar,VAL,-0.3414,ADJ
vorwerfen,VAL,-0.3254,VERB
vorzeitig,VAL,-0.3462,ADJ
vulgär,VAL,-0.3122,ADJ
wackelig,VAL,-0.0048,ADJ
wackeln,VAL,-0.0048,VERB
wahnsinnig,VAL,-0.0048,ADJ
wankelmütig,VAL,-0.0048,ADJ
wegfallen,VAL,-0.0048,VERB
weglassen,VAL,-0.3362,VERB
wehklagend,VAL,-0.0048,ADJ
weinen,VAL,-0.1651,VERB
welken,VAL,-0.0531,VERB
wertlos,VAL,-0.6264,ADJ
wettbewerbswidrig,VAL,-0.0048,ADJ
wichtigtun,VAL,-0.0048,VERB
widerlegen,VAL,-0.3452,VERB
widernatürlich,VAL,-0.3064,ADJ
widerrufen,VAL,-0.0048,VERB
widersinnig,VAL,-0.3266,ADJ
widerspenstig,VAL,-0.1789,ADJ
widersprechen,VAL,-0.354,VERB
widersprüchlich,VAL,-0.2043,ADJ
widerwärtig,VAL,-0.0048,ADJ
widrig,VAL,-0.0048,ADJ
willkürlich,VAL,-0.3481,ADJ
wirkungslos,VAL,-0.0048,ADJ
wirr,VAL,-0.1841,ADJ
wutentbrannt,VAL,-0.3138,ADJ
wutschäumend,VAL,-0.0048,ADJ
würgen,VAL,-0.0048,VERB
wüten,VAL,-0.0048,VERB
wütend,VAL,-0.3233,ADJ
zahlungsunfähig,VAL,-0.0048,ADJ
zappeln,VAL,-0.0048,VERB
zaudern,VAL,-0.0048,VERB
zensieren,VAL,-0.315,VERB
zerbrechen,VAL,-0.0522,VERB
zerfressen,VAL,-0.0048,VERB
zerren,VAL,-0.0048,VERB
zerrissen,VAL,-0.4776,ADJ
zerschlagen,VAL,-0.0048,ADJ
zerschmettern,VAL,-0.0048,VERB
zerschunden,VAL,-0.0048,ADJ
zersetzen,VAL,-0.0048,VERB
zersetzend,VAL,-0.0048,ADJ
zerstreuen,VAL,-0.0048,VERB
zerstören,VAL,-0.5131,VERB
zerstörerisch,VAL,-0.4715,ADJ
zerstört,VAL,-0.503,ADJ
ziellos,VAL,-0.3305,ADJ
zittern,VAL,-0.0048,VERB
zornig,VAL,-0.1853,ADJ
zurückbleiben,VAL,-0.1831,VERB
zurückgeben,VAL,-0.0619,VERB
zurückgegeben,VAL,-0.3502,ADJ
zurückgehen,VAL,-0.0048,VERB
zurückgeschickt,VAL,-0.3377,ADJ
zurückhalten,VAL,-0.0048,VERB
zurückschicken,VAL,-0.331,VERB
zusammenbrechen,VAL,-0.3317,VERB
zusammenhanglos,VAL,-0.0048,ADJ
zusammenrechen,VAL,-0.0048,VERB
zusammenschlagen,VAL,-0.0395,VERB
zusammenstoßen,VAL,-0.0048,VERB
zwecklos,VAL,-0.0048,ADJ
zweideutig,VAL,-0.3174,ADJ
zweifelhaft,VAL,-0.3455,ADJ
zweifeln,VAL,-0.1935,VERB
zweitklassig,VAL,-0.1725,ADJ
zwiespältig,VAL,-0.0048,ADJ
zwieträchtig,VAL,-0.0048,ADJ
zwingen,VAL,-0.4975,VERB
zögern,VAL,-0.0048,VERB
züchtigen,VAL,-0.0048,ADJ
ärger,VAL,-0.3465,NOUN
ärgernis,VAL,-0.3357,NOUN
übel,VAL,-0.4895,NOUN
überfüllung,VAL,-0.0048,NOUN
übergewicht,VAL,-0.2011,NOUN
überhöhung,VAL,-0.0048,NOUN
überlastung,VAL,-0.0048,NOUN
übermaß,VAL,-0.3337,NOUN
überschreitung,VAL,-0.0048,NOUN
überschuß,VAL,-0.1924,NOUN
überschwemmung,VAL,-0.0048,NOUN
übertreibung,VAL,-0.0424,NOUN
ängstigen,VAL,-0.3193,VERB
ängstlich,VAL,-0.4735,ADJ
ärgerlich,VAL,-0.3111,ADJ
ärgern,VAL,-0.0048,VERB
öde,VAL,-0.457,ADJ
übellaunig,VAL,-0.0048,ADJ
überfallen,VAL,-0.3457,VERB
überfluten,VAL,-0.0048,VERB
überflüssig,VAL,-0.5154,ADJ
übergewichtig,VAL,-0.3215,ADJ
überhöhen,VAL,-0.0048,VERB
überlasten,VAL,-0.3413,VERB
übermäßig,VAL,-0.1844,ADJ
überschreiten,VAL,-0.0048,VERB
überschwemmen,VAL,-0.0048,VERB
übersehen,VAL,-0.5128,VERB
übertreiben,VAL,-0.0372,VERB
übertreten,VAL,-0.329,VERB
übertrieben,VAL,-0.3203,ADJ
überwältigen,VAL,-0.0048,VERB
abmachung,VAL,0.004,NOUN
abschluß,VAL,0.004,NOUN
abstimmung,VAL,0.004,NOUN
agilität,VAL,0.004,NOUN
aktivität,VAL,0.004,NOUN
aktualisierung,VAL,0.004,NOUN
aktualität,VAL,0.004,NOUN
akzeptanz,VAL,0.004,NOUN
andrang,VAL,0.004,NOUN
anerkennung,VAL,0.0855,NOUN
angebot,VAL,0.0711,NOUN
angemessenheit,VAL,0.004,NOUN
anhebung,VAL,0.004,NOUN
anheiterung,VAL,0.004,NOUN
ankurbelung,VAL,0.004,NOUN
annehmlichkeit,VAL,0.004,NOUN
annäherung,VAL,0.004,NOUN
anpassung,VAL,0.004,NOUN
anpassungsfähigkeit,VAL,0.004,NOUN
anreicherung,VAL,0.004,NOUN
anspruch,VAL,0.004,NOUN
anstand,VAL,0.004,NOUN
anstieg,VAL,0.004,NOUN
anständigkeit,VAL,0.004,NOUN
anteil,VAL,0.004,NOUN
anziehung,VAL,0.004,NOUN
applaus,VAL,0.0871,NOUN
attraktivität,VAL,0.004,NOUN
aufbereitung,VAL,0.004,NOUN
aufbesserung,VAL,0.004,NOUN
auferstehung,VAL,0.004,NOUN
aufmerksamkeit,VAL,0.004,NOUN
aufmunterung,VAL,0.004,NOUN
aufrichtigkeit,VAL,0.004,NOUN
aufschwung,VAL,0.004,NOUN
aufstieg,VAL,0.004,NOUN
aufstockung,VAL,0.004,NOUN
auftrag,VAL,0.004,NOUN
auftrieb,VAL,0.004,NOUN
aufwertung,VAL,0.004,NOUN
aufwärtstrend,VAL,0.004,NOUN
augenweide,VAL,0.0844,NOUN
ausbau,VAL,0.004,NOUN
ausbildung,VAL,0.004,NOUN
ausdauer,VAL,0.0886,NOUN
ausgleich,VAL,0.004,NOUN
ausgleichszahlung,VAL,0.004,NOUN
auszeichnung,VAL,0.004,NOUN
authentizität,VAL,0.004,NOUN
autonomie,VAL,0.004,NOUN
bedeutung,VAL,0.004,NOUN
befreiung,VAL,0.004,NOUN
befriedigung,VAL,0.004,NOUN
beförderung,VAL,0.004,NOUN
begeisterung,VAL,0.32,NOUN
begnadigung,VAL,0.004,NOUN
begünstigung,VAL,0.004,NOUN
beifall,VAL,0.3265,NOUN
beifallsruf,VAL,0.004,NOUN
beilegung,VAL,0.004,NOUN
beisteuerung,VAL,0.004,NOUN
beitritt,VAL,0.004,NOUN
bekräftigung,VAL,0.004,NOUN
belastbarkeit,VAL,0.004,NOUN
belebtheit,VAL,0.004,NOUN
beliebtheit,VAL,0.004,NOUN
belohnung,VAL,0.0813,NOUN
benefiz,VAL,0.004,NOUN
bereicherung,VAL,0.004,NOUN
bereitschaft,VAL,0.004,NOUN
bereitstellung,VAL,0.004,NOUN
beruhigung,VAL,0.004,NOUN
bescheidenheit,VAL,0.0852,NOUN
beschleunigung,VAL,0.004,NOUN
beschwichtigung,VAL,0.004,NOUN
besitz,VAL,0.004,NOUN
besserung,VAL,0.004,NOUN
bestätigung,VAL,0.004,NOUN
beteiligung,VAL,0.004,NOUN
bewunderer,VAL,0.004,NOUN
bewunderung,VAL,0.004,NOUN
bildung,VAL,0.004,NOUN
blüte,VAL,0.004,NOUN
bonität,VAL,0.004,NOUN
bonus,VAL,0.004,NOUN
boom,VAL,0.004,NOUN
brillanz,VAL,0.004,NOUN
brüderlichkeit,VAL,0.004,NOUN
bund,VAL,0.004,NOUN
bündnis,VAL,0.004,NOUN
champion,VAL,0.004,NOUN
charisma,VAL,0.004,NOUN
charme,VAL,0.004,NOUN
cleverness,VAL,0.004,NOUN
comeback,VAL,0.0712,NOUN
dankbarkeit,VAL,0.004,NOUN
diskretion,VAL,0.004,NOUN
disziplin,VAL,0.0611,NOUN
duft,VAL,0.2149,NOUN
dynamik,VAL,0.004,NOUN
echtheit,VAL,0.004,NOUN
effizienz,VAL,0.004,NOUN
ehre,VAL,0.0732,NOUN
ehrfurcht,VAL,0.004,NOUN
ehrlichkeit,VAL,0.004,NOUN
ehrwürdigkeit,VAL,0.004,NOUN
eifer,VAL,0.004,NOUN
eigenkapital,VAL,0.004,NOUN
eignung,VAL,0.004,NOUN
eindeutigkeit,VAL,0.004,NOUN
einfallsreichtum,VAL,0.004,NOUN
einhaltung,VAL,0.004,NOUN
einheit,VAL,0.004,NOUN
einheitlichkeit,VAL,0.004,NOUN
einkauf,VAL,0.004,NOUN
einnahme,VAL,0.004,NOUN
einsparung,VAL,0.004,NOUN
einweihung,VAL,0.004,NOUN
einzigartigkeit,VAL,0.004,NOUN
eleganz,VAL,0.004,NOUN
empathie,VAL,0.004,NOUN
empfehlung,VAL,0.004,NOUN
engagement,VAL,0.2157,NOUN
entlastung,VAL,0.004,NOUN
entlohnung,VAL,0.004,NOUN
entschluß,VAL,0.0804,NOUN
entschlüsselung,VAL,0.004,NOUN
entschädigung,VAL,0.004,NOUN
entspannung,VAL,0.0875,NOUN
entwirrung,VAL,0.004,NOUN
erbe,VAL,0.004,NOUN
erfahrung,VAL,0.004,NOUN
erfolg,VAL,0.3446,NOUN
erfolgserlebnis,VAL,0.0884,NOUN
erfüllung,VAL,0.004,NOUN
ergiebigkeit,VAL,0.004,NOUN
ergänzung,VAL,0.004,NOUN
erhaltung,VAL,0.004,NOUN
erholung,VAL,0.0865,NOUN
erhöhung,VAL,0.004,NOUN
erlaubnis,VAL,0.004,NOUN
erleichterung,VAL,0.004,NOUN
erleuchtung,VAL,0.004,NOUN
erlösung,VAL,0.004,NOUN
ermutigung,VAL,0.004,NOUN
erneuerung,VAL,0.004,NOUN
ernsthaftigkeit,VAL,0.004,NOUN
ersparnis,VAL,0.004,NOUN
ertrag,VAL,0.004,NOUN
erweiterung,VAL,0.004,NOUN
erzeugnis,VAL,0.004,NOUN
experte,VAL,0.004,NOUN
expertise,VAL,0.004,NOUN
exzellenz,VAL,0.004,NOUN
fairness,VAL,0.004,NOUN
faszination,VAL,0.004,NOUN
favorit,VAL,0.004,NOUN
feier,VAL,0.0829,NOUN
fertigkeit,VAL,0.004,NOUN
fest,VAL,0.2346,NOUN
festakt,VAL,0.004,NOUN
festigkeit,VAL,0.004,NOUN
festlichkeit,VAL,0.004,NOUN
finanzierung,VAL,0.004,NOUN
fitness,VAL,0.0851,NOUN
flair,VAL,0.2216,NOUN
fleiß,VAL,0.3113,NOUN
flexibilität,VAL,0.004,NOUN
fortschritt,VAL,0.004,NOUN
freiheit,VAL,0.004,NOUN
freispruch,VAL,0.004,NOUN
freude,VAL,0.6502,NOUN
freund,VAL,0.0116,NOUN
freundlichkeit,VAL,0.0913,NOUN
freundschaft,VAL,0.2059,NOUN
frieden,VAL,0.004,NOUN
fruchtbarkeit,VAL,0.004,NOUN
funktionsfähigkeit,VAL,0.004,NOUN
furchtlosigkeit,VAL,0.004,NOUN
fähigkeit,VAL,0.0892,NOUN
förderung,VAL,0.0829,NOUN
führung,VAL,0.004,NOUN
fülle,VAL,0.004,NOUN
gabe,VAL,0.0747,NOUN
garantie,VAL,0.004,NOUN
gastfreundlichkeit,VAL,0.004,NOUN
gedenken,VAL,0.004,NOUN
geduld,VAL,0.0789,NOUN
gefallen,VAL,0.3349,NOUN
gehaltszulage,VAL,0.004,NOUN
gelassenheit,VAL,0.0721,NOUN
geldgeber,VAL,0.004,NOUN
gemeinschaft,VAL,0.004,NOUN
genauigkeit,VAL,0.004,NOUN
genehmigung,VAL,0.004,NOUN
genesung,VAL,0.004,NOUN
genialität,VAL,0.004,NOUN
genie,VAL,0.0697,NOUN
genuss,VAL,0.0701,NOUN
genuß,VAL,0.073,NOUN
gerechtigkeit,VAL,0.004,NOUN
geräumigkeit,VAL,0.004,NOUN
geschenk,VAL,0.4792,NOUN
geschick,VAL,0.004,NOUN
geschicklichkeit,VAL,0.004,NOUN
gesundheit,VAL,0.004,NOUN
gesundung,VAL,0.004,NOUN
gewinn,VAL,0.004,NOUN
gewinner,VAL,0.004,NOUN
gewährleistung,VAL,0.004,NOUN
glamour,VAL,0.004,NOUN
glanz,VAL,0.004,NOUN
glaube,VAL,0.004,NOUN
glaubwürdigkeit,VAL,0.004,NOUN
gleichstellung,VAL,0.004,NOUN
glück,VAL,0.2452,NOUN
glückseligkeit,VAL,0.004,NOUN
glückwunsch,VAL,0.2193,NOUN
gnade,VAL,0.004,NOUN
gratulation,VAL,0.428,NOUN
grenzenlosigkeit,VAL,0.004,NOUN
großzügigigkeit,VAL,0.004,NOUN
größe,VAL,0.004,NOUN
gründlichkeit,VAL,0.004,NOUN
gunst,VAL,0.004,NOUN
gönner,VAL,0.004,NOUN
gönnerschaft,VAL,0.004,NOUN
gültigkeit,VAL,0.004,NOUN
güte,VAL,0.004,NOUN
hammer,VAL,0.004,NOUN
harmonie,VAL,0.0795,NOUN
harmonisierung,VAL,0.004,NOUN
hartnäckigkeit,VAL,0.004,NOUN
heiligtum,VAL,0.004,NOUN
heilung,VAL,0.004,NOUN
heirat,VAL,0.004,NOUN
heiterkeit,VAL,0.004,NOUN
helligkeit,VAL,0.004,NOUN
herrlichkeit,VAL,0.004,NOUN
highlight,VAL,0.004,NOUN
hilfe,VAL,0.004,NOUN
